SetID,Number,Variant,Theme,SubTheme,Year,SetName,Minifigs,Pieces,UKPrice,USPrice,CAPrice,Image,ImageFilename,InstructionsAvailable,EAN,UPC
5039,"6637","1","Bionicle","Accessories","2005","Ultimate Battle Set",,190,,,,"True","6637-1","",""
5380,"6638","1","Bionicle","Accessories","2006","Ultimate Creatures Accessory Set",,300,,20,,"True","6638-1","",""
3493,"6639","1","Town","Racing","1995","Raven Racer",1,66,,7.25,,"True","6639-1","",""
3494,"6641","1","Town","Vehicles","1987","4-Wheelin' Truck",1,81,,6.5,,"True","6641-1","",""
3495,"6642","1","Town","Police","1988","Police Helicopter",1,66,,15,,"True","6642-1","",""
3496,"6643","1","Town","Fire","1988","Fire Chief's Truck",1,74,,,,"True","6643-1","",""
3497,"6644","1","Town","Vehicles","1990","Road Rebel",1,68,,6,,"True","6644-1","",""
3498,"6645","1","Town","Maintenance","1991","Street Sweeper",2,65,,,,"True","6645-1","",""
3499,"6646","1","Town","Racing","1991","Screaming Patriot",1,65,,6.75,,"True","6646-1","","042884066468"
3500,"6647","1","Town","Maintenance","1980","Highway Repair",1,55,,,,"True","6647-1","",""
3501,"6648","1","Town","Racing","1992","Mag Racer",1,62,,7.25,,"True","6648-2","",""
3502,"6648","2","Town","Construction","1980","Dump Truck",1,42,,,,"True","6648-1","",""
3503,"6649","1","Town","Maintenance","1995","Street Sweeper",1,63,,6.75,,"True","6649-1","",""
3504,"6650","1","Town","Fire","1981","Fire and Rescue Van",1,46,,,,"True","6650-1","",""
3505,"6651","1","Town","Postal","1982","Mail Truck",1,47,,,,"True","6651-1","",""
3506,"6652","1","Town","Construction","1983","Construction Truck",1,44,,,,"True","6652-1","",""
3507,"6653","1","Town","Maintenance","1982","Highway Maintenance Truck",1,56,,,,"True","6653-1","",""
3508,"6654","1","Town","Vehicles","1983","Motorcycle Transport",1,50,,,,"True","6654-1","",""
3509,"6655","1","Town","Shops and Services","1984","Auto & Tire Repair",1,58,,,,"True","6655-1","",""
3510,"6656","1","Town","Maintenance","1985","Tow Truck",1,53,,,,"True","6656-1","",""
3511,"6657","1","Town","Fire","1985","Fire Patrol Copter",1,66,,,,"True","6657-1","",""
3512,"6658","1","Town","Construction","1986","Bulldozer",1,65,,,,"True","6658-1","",""
3513,"6659","1","Town","Vehicles","1986","TV Camera Crew",2,64,,,,"True","6659-1","",""
3514,"6660","1","Town","Vehicles","1989","Hook & Haul Wrecker",1,52,,6,,"True","6660-1","",""
3515,"6661","1","Town","Vehicles","1989","Mobile TV Studio",1,78,,,,"True","6661-1","","042884066611"
3516,"6662","1","Town","Construction","1992","Backhoe",1,85,,7.25,,"True","6662-1","5702010966622",""
3517,"6663","1","Town","Vehicles","1993","Wave Rebel",1,79,,7.25,,"True","6663-1","",""
3518,"6664","1","Town","Police","1993","Chopper Cops",2,67,,7.25,,"True","6664-1","",""
3519,"6665","1","Town","Leisure","1994","River Runners",3,77,,7.25,,"True","6665-1","",""
3520,"6666","1","Town","Medical","1994","Ambulance",2,79,,9.25,,"True","6666-1","",""
3521,"6667","1","Town","Maintenance","1993","Pothole Patcher",1,97,,9.25,,"True","6667-1","",""
3522,"6668","1","Town","Maintenance","1992","Recycle Truck",1,109,,9.25,,"True","6668-1","",""
3523,"6669","1","Town","Vehicles","1991","Diesel Daredevil",1,90,,8.75,,"True","6669-1","","042884066697"
3524,"6670","1","Town","Vehicles","1993","Rescue Rig",1,114,,9.25,,"True","6670-1","",""
3525,"6671","1","Town","Maintenance","1989","Utility Repair Lift",1,106,,8,,"True","6671-1","",""
3526,"6672","1","Town","Vehicles","1990","Safari Off-Road Vehicle",2,67,,,,"True","6672-1","",""
3527,"6673","1","Town","Flight","1990","Solo Trainer",1,74,,8,,"True","6673-1","",""
3528,"6674","1","Town","Vehicles","1988","Crane Truck",1,94,,,,"True","6674-1","",""
3529,"6675","1","Town","Vehicles","1988","Road & Trail 4 x 4",1,81,,,,"True","6675-1","",""
3530,"6676","1","Town","Police","1986","Mobile Command Unit",2,100,,,,"True","6676-1","",""
3531,"6677","1","Town","Racing","1986","Motocross Racing",1,72,,,,"True","6677-1","",""
3532,"6678","1","Town","Construction","1980","Pneumatic Crane",1,60,,,,"True","6678-1","",""
3534,"6679","1","Town","Boats","1991","Dark Shark",2,83,,,,"True","6679-2","5702010966790","042884066796"
3533,"6679","2","Town","Vehicles","1980","Exxon Tow Truck",1,79,,,,"True","6679-1","",""
3535,"6680","1","Town","Medical","1981","Ambulance",2,63,,,,"True","6680-1","",""
3536,"6681","1","Town","Police","1981","Police Van",1,82,,,,"True","6681-1","",""
3537,"6682","1","Town","Construction","1985","Cement Mixer",1,90,,,,"True","6682-1","",""
3538,"6683","1","Town","Shops and Services","1983","Hamburger Stand",2,69,,,,"True","6683-1","",""
3539,"6684","1","Town","Police","1984","Police Patrol Squad",2,77,,6.5,,"True","6684-1","",""
3540,"6685","1","Town","Fire","1982","Fire Copter 1",1,99,,,,"True","6685-1","",""
3541,"6686","1","Town","Construction","1983","Backhoe",1,88,,,,"True","6686-1","",""
3542,"6687","1","Town","Flight","1987","Turbo Prop I",2,78,,,,"True","6687-1","",""
3543,"6688","1","Town","Medical","1985","Ambulance",2,72,,6.6,,"True","6688-1","5702010966882",""
3544,"6689","1","Town","Postal","1985","Post-Station",2,53,,,,"True","6689-1","",""
3545,"6690","1","Town","Fire","1980","Snorkel Pumper",2,91,,,,"True","6690-1","",""
3546,"6691","1","Town","Medical","1981","Red Cross Helicopter",2,107,,,,"True","6691-1","",""
3547,"6692","1","Town","Vehicles","1983","Tractor Trailer",1,96,,,,"True","6692-1","",""
3548,"6693","1","Town","Maintenance","1987","Refuse Collection Truck",2,115,,,,"True","6693-1","",""
3549,"6694","1","Town","Leisure","1984","Car with Camper",2,109,,,,"True","6694-1","",""
3550,"6695","1","Town","Vehicles","1984","Tanker Truck",1,106,,,,"True","6695-1","",""
3551,"6696","1","Town","Vehicles","1984","Fuel Tanker",1,106,,,,"True","6696-1","",""
3552,"6697","1","Town","Emergency","1985","Rescue-I Helicopter",2,82,,,,"True","6697-1","",""
3553,"6698","1","Town","Leisure","1986","RV with Speedboat",1,129,,,,"True","6698-1","",""
3554,"6699","1","Town","Shops and Services","1987","Cycle Fix-It Shop",2,71,,,,"True","6699-1","",""
3556,"6701","1","Space","Classic","1983","Minifig Pack",6,36,,,,"True","6701-1","",""
3557,"6702","1","Space","Classic","1986","Minifig Pack",6,56,,5,,"True","6702-1","",""
3558,"6703","1","Space","Miscellaneous","1988","Minifig Pack",6,42,,,,"True","6703-1","",""
3559,"6704","1","Space","Miscellaneous","1991","Minifig Pack",6,44,,,,"True","6704-1","","042884067045"
3560,"6705","1","Space","Miscellaneous","1994","Space Explorers",5,39,,6,,"True","6705-1","","042884067052"
3561,"6706","1","Western","Cowboys","1997","Frontier Patrol",3,30,,6,,"True","6706-1","5702010967063",""
3562,"6707","1","Town","Race","2000","Green Buggy",1,23,,,,"True","6707-1","",""
3563,"6709","1","Western","Indians","1997","Tribal Chief",1,16,,4,,"True","6709-1","",""
3565,"6710","1","Space","Blacktron 2","1991","Space Landing Pads",,2,,,,"True","6710-1","","042884067106"
3566,"6711","1","Space","Classic","1983","Minifig Pack",4,24,,4.5,,"True","6711-1","",""
3567,"6712","1","Western","Cowboys","1996","Sheriff's Showdown",2,28,,4,,"True","6712-1","","042884067120"
3568,"6713","1","Town","Race","2000","Grip 'n' Go Challenge",3,291,,30,,"True","6713-1","",""
3569,"6714","1","Town","Race","2000","Speed Dragster",1,80,,15,,"True","6714-1","",""
3570,"6716","1","Western","Cowboys","1996","Covered Wagon",1,64,,8,,"True","6716-1","5702010967162",""
3571,"6718","1","Western","Indians","1997","Raindance Ridge",2,74,,8,,"True","6718-1","",""
3572,"6719","1","Dinosaurs","","2001","Brachiosaurus",,25,7.99,10,,"True","6719-1","",""
3574,"6720","1","Dinosaurs","","2001","Tyrannosaurus Rex",,23,7.99,10,,"True","6720-1","",""
3575,"6721","1","Dinosaurs","","2001","Mosasaurus",,26,7.99,10,,"True","6721-1","",""
3576,"6722","1","Dinosaurs","","2001","Styracosaurus",,19,7.99,10,,"True","6722-1","",""
3578,"6731","1","Island Xtreme Stunts","","2002","Skateboarding Pepper",1,11,1.99,4,,"True","6731-1","",""
3579,"6732","1","Island Xtreme Stunts","","2002","Brickster's Trike",1,12,1.99,4,,"True","6732-1","",""
3580,"6733","1","Island Xtreme Stunts","","2002","Snap's Cruiser",1,19,1.99,4,,"True","6733-1","",""
3581,"6734","1","Island Xtreme Stunts","","2002","Beach Cruisers",2,53,4.99,7,,"True","6734-1","",""
3582,"6735","1","Island Xtreme Stunts","","2002","Air Chase",2,85,7.99,10,,"True","6735-1","",""
3583,"6736","1","Island Xtreme Stunts","","2002","Beach Lookout",2,87,9.99,13,,"True","6736-1","",""
3584,"6737","1","Island Xtreme Stunts","","2002","Wake Rider",2,93,9.99,13,,"True","6737-1","",""
3585,"6738","1","Island Xtreme Stunts","","2002","Skateboard Challenge",3,108,14.99,20,,"True","6738-1","",""
3586,"6739","1","Island Xtreme Stunts","","2002","Truck & Stunt Trikes",3,199,24.99,30,,"True","6739-1","",""
3588,"6740","1","Island Xtreme Stunts","","2002","Xtreme Tower",6,330,39.99,50,,"True","6740-1","",""
6744,"6741","1","Creator","","2009","Mini Jet",,63,4.99,5.99,6.99,"True","6741-1","5702014532793","673419111348"
6745,"6742","1","Creator","","2009","Mini Off-Roader",,64,4.99,5.99,6.99,"True","6742-1","5702014532946","673419111492"
6746,"6743","1","Creator","","2009","Street Speeder",,165,9.99,12.99,17.99,"True","6743-1","5702014532953","673419111508"
6747,"6745","1","Creator","","2009","Propeller Power",,247,18.99,19.99,24.99,"True","6745-1","","673419111515"
3589,"6746","1","Western","Indians","1997","Chief's Tepee",3,134,,20,,"True","6746-1","",""
6748,"6747","1","Creator","","2009","Race Rider",,266,15.99,19.99,26.99,"True","6747-1","","673419111522"
3590,"6748","1","Western","Indians","1997","Boulder Cliff Canyon",6,256,,40,,"True","6748-1","",""
3592,"6750","1","Space","Classic","1986","Sonic Robot",2,103,,,,"True","6750-1","",""
6979,"6751","1","Creator","","2009","Fiery Legend",,479,34.99,39.99,49.99,"True","6751-1","5702014532984","673419111539"
6980,"6752","1","Creator","","2009","Fire Rescue",,771,44.99,59.99,79.99,"True","6752-1","5702014533028","673419111577"
6981,"6753","1","Creator","","2009","Highway Transport",,1294,69.99,89.99,119.99,"True","6753-1","","673419111591"
6982,"6754","1","Creator","","2009","Family Home",,976,59.99,59.99,79.99,"True","6754-1","5702014533073","673419111621"
3593,"6755","1","Western","Cowboys","1996","Sheriff's Lock-Up",4,176,,25,,"True","6755-1","",""
9231,"6758","1","Duplo","","2012","Grow Caterpillar Grow!",,17,9.99,12.99,15.99,"True","6758-1","","673419167505"
9230,"6759","1","Duplo","","2012","Busy Farm",,15,9.99,12.99,15.99,"True","6759-1","","673419167512"
9229,"6760","1","Duplo","","2012","Let's Go! Wroom!",,12,9.99,12.99,15.99,"True","6760-1","","673419167529"
3594,"6761","1","Western","Cowboys","1996","Bandit's Secret Hide-Out",5,250,,40,,"True","6761-1","",""
3595,"6762","1","Western","Cowboys","2002","Fort Legoredo",10,673,,100,,"True","6762-1","5702012019067",""
3596,"6763","1","Western","Indians","2002","Rapid River Village",7,343,,70,,"True","6763-1","",""
3597,"6764","1","Western","Cowboys","2002","Sheriff's Lock-Up",4,171,,30,,"True","6764-1","",""
3598,"6765","1","Western","Cowboys","1996","Gold City Junction",6,350,,50,,"True","6765-1","",""
3599,"6766","1","Western","Indians","1997","Rapid River Village",7,353,,60,,"True","6766-1","",""
3600,"6769","1","Western","Cowboys","1996","Fort Legoredo",10,687,,85,,"True","6769-1","5702010967698","042884067694"
3602,"6770","1","Space","Futuron","1988","Lunar Transporter Patroller",1,117,,,,"True","6770-1","",""
3603,"6771","1","Alpha Team","","2001","Ogel Command Striker",1,29,2.99,4,,"True","6771-1","",""
3604,"6772","1","Alpha Team","","2001","Alpha Team Cruiser",1,57,4.99,7,,"True","6772-1","",""
3605,"6773","1","Alpha Team","","2001","Alpha Team Helicopter",1,79,7.99,10,,"True","6773-1","",""
3606,"6774","1","Alpha Team","","2001","Alpha Team ATV",2,134,14.99,20,,"True","6774-1","",""
3607,"6775","1","Alpha Team","","2001","Alpha Team Bomb Squad",3,190,24.99,35,,"True","6775-1","",""
3608,"6776","1","Alpha Team","","2001","Ogel Control Center",3,422,,50,,"True","6776-1","",""
3609,"6780","1","Space","Classic","1986","XT Starship",1,201,,,,"True","6780-1","",""
3610,"6781","1","Space","Space Police","1989","SP-Striker",2,230,,28,,"True","6781-1","",""
3611,"6783","1","Space","Classic","1988","Sonar Transmitting Cruiser",3,363,,50,,"True","6783-1","",""
9003,"6784","1","Duplo","","2012","Creative Sorter",,23,17.99,19.99,24.99,"True","6784-1","","673419167536"
9004,"6785","1","Duplo","","2012","Creative Cakes",,55,19.99,24.99,29.99,"True","6785-1","5702014840386","673419167543"
3612,"6790","1","Western","Cowboys","1997","Bandit with Gun",1,21,,2,,"True","6790-1","",""
3613,"6791","1","Western","Cowboys","1997","Bandit's Wheelgun",1,21,,2,,"True","6791-1","",""
3614,"6799","1","Western","Cowboys","1997","Showdown Canyon",4,75,,10,,"True","6799-1","",""
3615,"6800","1","Space","UFO","1997","Cyber Blaster",1,20,,,,"True","6800-1","",""
3616,"6801","1","Space","Classic","1981","Moon Buggy",1,22,,,,"True","6801-1","",""
3617,"6802","1","Space","Classic","1986","Space Probe",2,31,,,,"True","6802-1","",""
3618,"6803","1","Space","Classic","1983","Space Patrol",1,25,,,,"True","6803-1","",""
3619,"6804","1","Space","Classic","1984","Surface Rover",1,21,,,,"True","6804-1","",""
3620,"6805","1","Space","Classic","1985","Astro Dasher",1,29,,,,"True","6805-1","",""
3621,"6806","1","Space","Classic","1985","Surface Hopper",1,23,,,,"True","6806-1","",""
3622,"6807","1","Space","Classic","1985","(Unnamed)",2,29,,,,"True","6807-1","",""
3623,"6808","1","Space","Classic","1987","Galaxy Trekkor",1,29,,,,"True","6808-1","",""
3624,"6809","1","Space","Classic","1987","XT-5 and Droid",2,52,,,,"True","6809-1","",""
3625,"6810","1","Space","Futuron","1989","Laser Ranger",1,41,,2,,"True","6810-1","",""
3626,"6811","1","Space","M-Tron","1990","Pulsar Charger",1,26,,3,,"True","6811-1","",""
3627,"6812","1","Space","Blacktron 2","1991","Grid Trekkor",1,25,,,,"True","6812-1","",""
3628,"6813","1","Space","Space Police 2","1993","Galactic Chief",1,24,,3,,"True","6813-1","",""
3629,"6814","1","Space","Ice Planet 2002","1993","Ice Tunnelator",1,25,,3,,"True","6814-1","",""
3630,"6815","1","Space","Exploriens","1996","Hovertron",1,29,,3,,"True","6815-1","",""
3631,"6816","1","Space","UFO","1997","Cyber Blaster",1,20,,2,,"True","6816-1","",""
3632,"6817","1","Space","Insectoids","1998","Beta Buzzer",1,33,,4,,"True","6817-1","",""
3633,"6818","1","Space","UFO","1997","Cyborg Scout",1,36,,3,,"True","6818-1","",""
3634,"6820","1","Space","Classic","1986","Starfire I",1,34,,,,"True","6820-1","",""
3635,"6821","1","Space","Classic","1980","Shovel Buggy",1,28,,,,"True","6821-1","",""
3636,"6822","1","Space","Classic","1981","Space Digger",1,33,,,,"True","6822-1","",""
3637,"6823","1","Space","Classic","1983","Surface Transport",1,27,,,,"True","6823-1","",""
3638,"6824","1","Space","Classic","1984","Space Dart I",1,48,,,,"True","6824-1","",""
3639,"6825","1","Space","Classic","1985","Cosmic Comet",1,40,,,,"True","6825-1","",""
3640,"6826","1","Space","Classic","1985","Crater Crawler",1,32,,,,"True","6826-1","",""
3641,"6827","1","Space","Classic","1987","Strata Scooter",1,35,,,,"True","6827-1","",""
3642,"6828","1","Space","Futuron","1988","Twin-Winged Spoiler",1,57,,,,"True","6828-1","",""
3643,"6829","1","Space","UFO","1997","Radon Rover",1,53,,6,,"True","6829-1","",""
3644,"6830","1","Space","Futuron","1988","Space Patroller",1,51,,,,"True","6830-1","",""
3645,"6831","1","Space","Space Police","1989","Message Decoder",1,34,,3,,"True","6831-1","",""
3646,"6832","1","Space","Blacktron 2","1991","Super Nova II",1,42,,,,"True","6832-1","",""
3647,"6833","1","Space","M-Tron","1990","Beacon Tracer",1,40,,3,,"True","6833-1","",""
3648,"6834","1","Space","Ice Planet 2002","1993","Celestial Sled",1,55,,4,,"True","6834-1","",""
3649,"6835","1","Space","Spyrius","1994","Saucer Scout",1,47,,4,,"True","6835-1","","042884068356"
3650,"6836","1","Space","UFO","1997","V-Wing Fighter",1,40,,4,,"True","6836-1","",""
3651,"6837","1","Space","Insectoids","1998","Cosmic Creeper",1,58,,8,,"True","6837-1","",""
3652,"6841","1","Space","Classic","1980","Mineral Detector",1,44,,,,"True","6841-1","",""
3653,"6842","1","Space","Classic","1981","Small Space Shuttle Craft",1,46,,,,"True","6842-1","",""
3654,"6844","1","Space","Classic","1983","Sismobile",1,46,,,,"True","6844-1","",""
3655,"6845","1","Space","Classic","1986","Cosmic Charger",1,51,,,,"True","6845-1","",""
3656,"6846","1","Space","Classic","1984","Tri-Star Voyager",1,69,,4.45,,"True","6846-1","","042884068462"
3657,"6847","1","Space","Classic","1985","Space Dozer",1,49,,,,"True","6847-1","",""
3658,"6848","2","Space","Classic","1985","Inter-Planetary Shuttle",1,62,,,,"True","6848-2","",""
3659,"6848","3","Space","Futuron","1988","Strategic Pursuer",,54,,,,"True","6848-1","",""
3660,"6849","1","Space","Classic","1987","Satellite Patroller",1,46,,,,"True","6849-1","",""
3661,"6850","1","Space","Futuron","1989","Auxiliary Patroller",1,46,,,,"True","6850-1","",""
3662,"6851","1","Space","Blacktron 2","1991","Tri-Wheeled Tyrax",1,39,,,,"True","6851-1","",""
3663,"6852","1","Space","Space Police 2","1993","Sonar Security",1,61,,6,,"True","6852-1","",""
3664,"6854","1","Space","Exploriens","1996","Alien Fossilizer",1,53,,6,,"True","6854-1","",""
3665,"6856","1","Space","Exploriens","1996","Planetary Decoder",1,80,,8,,"True","6856-1","",""
9142,"6857","1","Super Heroes","DC Universe","2012","The Dynamic Duo Funhouse Escape",5,380,39.99,39.99,49.99,"True","6857-1","",""
8977,"6858","1","Super Heroes","DC Universe","2012","Catwoman Catcycle City Chase",2,89,11.99,12.99,15.99,"True","6858-1","5702014842298","673419168335"
8980,"6860","1","Super Heroes","DC Universe","2012","The Batcave",5,690,69.99,69.99,89.99,"True","6860-1","5702014842304","673419168342"
3666,"6861","1","Space","Classic","1980","X1 Patrol Craft",1,55,,4,,"True","6861-1","",""
3667,"6861","2","Space","Blacktron 2","1991","Super Vehicle",,1,,,,"True","6861-2","",""
3668,"6862","1","Space","M-Tron","1991","Secret Space Voyager",3,254,,,,"True","6862-1","",""
8986,"6862","2","Super Heroes","DC Universe","2012","Superman Vs Power Armor Lex",3,207,19.99,19.99,24.99,"True","6862-2","5702014842335","673419168366"
8978,"6863","1","Super Heroes","DC Universe","2012","Batwing Battle Over Gotham City",3,278,34.99,34.99,44.99,"True","6863-1","5702014842366","673419168403"
8979,"6864","1","Super Heroes","DC Universe","2012","The Batmobile and the Two-Face Chase",5,531,49.99,49.99,64.99,"True","6864-1","","673419168427"
8981,"6865","1","Super Heroes","Marvel Universe","2012","Captain America's Avenging Cycle",3,72,11.99,12.99,15.99,"True","6865-1","","673419168434"
